description,category,severity,source,label,augmented,scenario
"SIEM/logging gap: discussion:  Full text analysis of privileged commands requires a distinct environment for the 
analysis of audit record information related to privileged users without compromising such 
information on the system where the users have elevated privileges, including the capability 
to execute privileged commands ويُصنَّف هذا كمخاطرة تشغيلية عالية.",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0,True,
غياب المصادقة متعددة العوامل MFA: موظف مقاول خارجي يعمل في مشروع تطوير نظام الامتثال (Compliance System) يملك حساباً بصلاحيات واسعة على البيئة الإنتاجية دون تفعيل MFA. تم منح هذا الحساب وصولاً مؤقتاً قبل ستة أشهر ولم يُلغَ حتى الآن رغم انتهاء فترة المشروع. يتضمن الحساب صلاحية الاطلاع على تقارير AML وبيانات العملاء الحساسة. يُشكّل هذا الحساب المهمل ثغرة أمنية بالغة الخطورة من منظور إدارة هوية المستخدمين.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2,True,
"Control Enhancements: 
(1) ALTERNATE STORAGE SITE | SEPARATION FROM PRIMARY SITE  
Identify an alternate storage site that is sufficiently separated from the primary storage 
site to reduce susceptibility to the same threats",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0,False,
"SIEM/logging gap: it is recommended, 
in this context, to adopt a set of preventive measures, the most prominent of which are:
Conducting Comprehensive and Structured Risk Assessments: Systematic evaluations should be 
conducted across all use cases before adopting any AI system, aiming to identify critical points and po­
tential challenges related to safety, fairness, or regulatory compliance.	
Utilizing Smart Digital Monitoring and Analysis Tools: : Advanced analytical systems should be used 
to automatically classify and monitor risks, including machine learning tools that continuously detect and 
track early indicators of potential threats.
Unifying Documentation Through Interactive Dashboards: Risk assessment results should be docu­
mented in unified dashboards, accessible to governance, cybersecurity, and technology departments, to 
facilitate rapid decision-making and prompt corrective action",AUDIT_LOG_MISSING,Medium,pdf:AIAdoptionFramework.pdf,0,True,
انتهاك Least Privilege على حساب مميز: اكتُشف وجود حساب مسؤول نظام قديم وغير نشط تابع لموظف نُقل إلى قسم آخر منذ 8 أشهر في نظام تقارير الامتثال AML، حيث احتفظ بصلاحياته السابقة الكاملة دون مراجعة أو تعديل. الحساب لم يُستخدم خلال هذه الفترة إلا أنه لا يزال نشطاً ويمكن الوصول إليه. يُمثّل هذا نموذجاً كلاسيكياً لحسابات الأشباح Ghost Accounts التي تشكّل ناقل هجوم محتملاً.,PAM,Medium,data\imtithal_violations_latest.csv,3,True,
"هوية النظام بدون 2FA رغم السياسة: ملاحظة امتثال مستخرجة من 0-63-3 (NIST_800_53.pdf): ], [SP 800-79-2], [SP 800-116], [IR 8062]. IA-9 SERVICE IDENTIFICATION AND AUTHENTICATION Control:  Uniquely identify and authenticate [Assignment: organization-defined system services and applications] before establishing communications with devices, users, or other services or applications. Discussion:  Services that may require identification and authentication include web applications using digital certificates or services or applications that query a database. Identification and authentication methods for system services and applications include information or code signing, provenance graphs, and electronic signatures that indicate the sources of services. Decisions regarding the validity of identification and authentication claims can be made by services separate from the services ac",MFA_MISSING,Medium,legal_articles_from_pdfs.json,2,True,
موظف تقنية المعلومات peter.johnson@itops يملك صلاحية نشر التحديثات البرمجية على بيئة الإنتاج وفي الوقت نفسه صلاحية تطوير الأكواد البرمجية في بيئة التطوير. هذا يعني إمكانية حقن كود خبيث وترقيته للإنتاج دون أي مراجعة مستقلة. تُعدّ هذه المخالفة من أخطر الثغرات في دورة تطوير البرمجيات.,SEGREGATION_OF_DUTIES,Critical,data\imtithal_violations_latest.csv,4,False,
Stale account — لم يُلغَ بعد انتهاء الخدمة: تم اكتشاف أن حساب المدير التنفيذي السابق لقسم الخزينة لا يزال نشطاً بعد مرور 47 يوماً من تاريخ مغادرته الرسمية للبنك. الحساب يمتلك صلاحيات وصول كاملة إلى نظام إدارة الخزينة وتنفيذ التحويلات الدولية. تم رصد محاولات تسجيل دخول ناجحة من عناوين IP خارجية بعد تاريخ المغادرة. هذا الحساب كان قادراً على الموافقة على معاملات تتجاوز 50 مليون ريال.,STALE_ACCOUNT,Critical,data\imtithal_violations_latest.csv,5,True,
"عند مراجعة سجلات SIEM، transfer of Personal Data: Transfer, disclosure (or granting of access) of 
Personal Data from the Kingdom of Saudi Arabia to Controllers, Processors, or 
other recipients in countries or international organizations other than the Kingdom 
of Saudi Arabia where neither the Personal Data Exporter nor the Personal 
Importer is a Data Subject",AUDIT_LOG_MISSING,Medium,pdf:CommonRulesBCRForPersonalDataTransferEN.pdf,0,True,
حساب مسؤول IT مؤقت كان يعمل خلال مشروع ترحيل البنية التحتية ومنح صلاحيات Domain Admin مؤقتة لمدة 3 أشهر، انتهت منذ 7 أشهر ولا يزال الحساب نشطاً بصلاحياته الكاملة. المشروع أُنجز واستلمه فريق التشغيل الداخلي. الحساب لا يظهر في تقارير المستخدمين المميزين (Privileged Users) المعتادة بسبب تصنيفه الخاطئ كمستخدم عادي.,STALE_ACCOUNT,High,data\imtithal_violations_latest.csv,5,False,
"Control implementation guidelines  
• Define and document the requirements of this ECC in the cybersecurity 
requirements document and approve them by the representative  
• Ensure security of integration between applications by, but not limited to, 
security testing of various integration technologies, including  
o Perform System Integration Testing (SIT)  
o Perform API testing  
Expected deliverables  
• A document (such as approved policy or procedure) indicating the 
identification and documentation of the requirements related to this control  
• A report that outlines the testing and assessment of secure Integration 
between applications based on the organization's cybersecurity requirements 
and implementation reports  
1-6-3-5 Conducting a configurations ’  review, secure configuration and 
hardening and patching before going live for software products ويُصنَّف هذا كمخاطرة تشغيلية عالية.",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0,True,
"نقص في سجلات التدقيق audit trail: 2.6.3.2 Controlled and restricted use based on the requirements of the interest of the 
entity's business",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,0,True,
"خلال مراجعة تدقيق داخلية، ملاحظة امتثال مستخرجة من DOC:NIST_SP_800_61_Incident:276 (NIST_SP_800_61_Incident.pdf): ests to one of an organization’s web servers, causing it to crash.  Users are tricked into opening a “quarterly report” sent via email that is actually malware; running the tool has infected their computers and established connections with an external host.  A perpetrator obtains unauthorized access to sensitive data and threatens to release the details to the press if the organization does not pay a designated sum of money.  A user provides illegal copies of software to others through peer-to-peer file sharing services. 2. What is incident handling? Incident handling is the process of detecting and analyzing incidents and limiting the incident’s effect. For example, if an attacker breaks into a system through the Internet, the incident handling process should detect the security breach",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6,True,
