description,category,severity,source,label
ملاحظة امتثال مستخرجة من DOC:SAMA_EN_5888_VER1:092 (SAMA_EN_5888_VER1.pdf): ctronic banking services; b. multi-factor authentication should be implemented for all electronic banking services available to customers; c. the use of hard and soft tokens should be password protected; d. revoking the access of customers after 3 successive incorrect passwords or invalid PINs; e. the process for changing the customer mobile number should only be done from either a branch or ATM; f. the processes for requesting and activating of the multi-factor authentication should be done through different delivery channels; g. multi-factor authentication should be implemented for the following processes: 1. sign-on; 2. adding or modifying beneficiaries; 3. adding utility and government payment services; 4. high-risk transactions (when it exceeds predefined limits); 5. password reset; 7,MFA_MISSING,Medium,legal_articles_from_pdfs.json,2
تم اكتشاف أن حساب مدير النظام المركزي لعمليات الخزينة لا يستخدم أي آلية للمصادقة متعددة العوامل عند الدخول إلى منصة إدارة الأصول والسيولة. يتيح هذا الوضع إمكانية اختراق الحساب بمجرد الحصول على كلمة المرور دون أي حاجز أمني إضافي. تم رصد عدة محاولات دخول مشبوهة من عناوين IP خارجية خلال الأسبوعين الماضيين. يُشكّل ذلك خطراً بالغاً على العمليات المالية الحساسة والمعاملات عالية القيمة.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
"Examples of 
authentication systems can include active directory, Multi-
Factor Authentication (MFA), biometrics, and tokens.
Authorization systems
A system or mechanism used to determine access levels or 
user/client privileges related to system resources including 
files, services, computer programs, data, and application 
features",MFA_MISSING,Medium,pdf:CIS_Controls_v8.pdf,2
حساب موظف في إدارة الامتثال يختص بمراجعة معاملات غسل الأموال وإعداد تقارير الاشتباه STR لا يستخدم MFA للوصول إلى نظام مكافحة غسل الأموال AML. يطّلع الحساب على بيانات تحقيقات جارية وأسماء عملاء مشتبه بهم مما يجعل سريتها بالغة الأهمية. تم رصد المخالفة خلال تدقيق مفاجئ أجرته إدارة الأمن الداخلي. عدم تأمين هذا الوصول قد يُعرّض سرية التحقيقات للخطر وقد يُفضي لمسؤولية قانونية.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
حساب مسؤول أمن المعلومات (Security Officer Account) في نظام SIEM المركزي الذي يُراقب جميع الأنظمة المصرفية يفتقر بشكل مفارق إلى تفعيل MFA. يُعدّ هذا الحساب من أشد الحسابات حساسيةً إذ يمنح مستخدمه القدرة على الاطلاع على جميع التنبيهات الأمنية وتعطيل بعض القواعد. تم رصد المخالفة عبر تدقيق مفاجئ حيث تبيّن أن الحساب اكتفى بكلمة مرور مكوّنة من 8 أحرف. يُشكّل هذا الوضع ثغرةً استراتيجية إذ يمكن للمهاجم الذي يسيطر على هذا الحساب إخفاء آثاره عبر تعطيل التنبيهات.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
تطبيق مصرفي داخلي يستخدمه مدراء المخاطر للوصول إلى لوحة تحكم مخاطر الائتمان Credit Risk Dashboard يفتقر إلى إلزام المصادقة متعددة العوامل، رغم احتوائه على نماذج تقييم المخاطر وبيانات المحافظ الائتمانية السرية. رُصد حساب مدير مخاطر أول يصل إلى النظام من جهاز شخصي غير مُدار خارج شبكة البنك دون أي تحقق إضافي للهوية. تُمثّل هذه الثغرة انتهاكاً مباشراً لمتطلبات أمن الوصول عن بُعد في إطار SAMA. البيانات المتاحة تشمل مراكز مخاطر إجمالية تتجاوز 2 مليار ريال.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
حساب موظف خزينة تابع لإدارة الخزانة والأسواق المالية يمتلك صلاحيات تنفيذ تحويلات SWIFT لا يستخدم سوى كلمة المرور للوصول إلى النظام. تم رصد الحساب يُنفّذ معاملات بالعملات الأجنبية بأرقام ضخمة دون أي تحقق إضافي من هوية المستخدم. يُعدّ هذا السيناريو مخالفاً صريحاً لمتطلبات SAMA الخاصة بحماية الأنظمة المالية الحساسة. تشير سجلات التدقيق إلى وصول الحساب في أوقات غير اعتيادية دون تنبيه أمني.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
تم اكتشاف أن حساب مدير قاعدة بيانات Oracle الخاصة بنظام Core Banking الرئيسي لا يستخدم MFA عند الاتصال المباشر بقاعدة البيانات عبر أدوات الإدارة. يمتلك الحساب صلاحيات DBA كاملة تشمل إنشاء وحذف وتعديل جداول البيانات الجوهرية. المخالفة مستمرة منذ ترقية قاعدة البيانات قبل ستة أشهر حيث لم يُعاد تطبيق إعدادات MFA. يمثل هذا الوضع خطراً وجودياً على سلامة البيانات المصرفية الأساسية.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
"This includes role-based 
access permissions and multi-factor authentication.
02 Privacy-Centered User Interface:
The medical center designs the patient portal with 
data protection in mind, ensuring that sensitive 
health data is not displayed publicly or visible to 
unauthorized users",MFA_MISSING,Medium,pdf:SDAIA_PDPL_Handbook.pdf,2
"Verification mechanisms include several 
elements:
• Knowledge (something only the user knows “like password”).
• Possession (something only owned by the user “such as a program , device generating ran­
dom numbers or SMSs” for login records, which are called: One-Time-Password).
• Inherent Characteristics (a characteristic of the user only, such as fingerprint).
Multi-Factor 
Authentication 
(MFA)
 Sharing Indicator :  White 
Essential Cybersecurity Controls
34
Document Classification: Unclassified 
Definition
Terminology
An architecture or structure to which a client-server approach is applied, in which the 
functional process logic, data access, data storage and user interface are developed and 
maintained as separate units on separate platforms.
Multi-tier 
Architecture
The restriction of data, which is considered sensitive unless one has a specific need to 
know; for official business duties.
Need-to-know and 
Need-to-use 
A backup of databases, settings, systems, applications and devices in which it is offline and 
not accessible to update",MFA_MISSING,Medium,pdf:NCA_ECC_2018.pdf,2
حساب مسؤول النسخ الاحتياطي وإدارة البيانات في نظام الأرشفة المصرفية يفتقر إلى تفعيل المصادقة متعددة العوامل رغم صلاحيته في الوصول إلى أرشيف كامل للبيانات التاريخية للعملاء. يمكن للحساب استعادة بيانات تعود لأكثر من عشر سنوات تشمل سجلات المعاملات والكشوفات والعقود. رُصدت عملية نقل بيانات غير موثقة تمت الساعة الثانية صباحاً إلى وحدة تخزين خارجية غير معتمدة. يُعرّض غياب MFA هنا البيانات التاريخية الحساسة للاستخراج دون رقابة.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
